Zeit;Entry;ExitZeit;ExitPreis;Stake;Fees;ExitReason;PnL (USD);Equity;Direction;MinHoldBars
2025-11-18 12:00:00+01:00;568,39;2025-11-18 16:00:00+01:00;591,630078966476;1000,0;2,0;ATR stop;-42,88755777982734;13957,112442220172;Short;0
2026-01-02 12:00:00+01:00;500,59;2026-01-02 14:00:00+01:00;485,5;299,08098090471793;0,5981619618094359;Partial exit 3% (30%);8,417463603727603;13965,5299058239;Short;0
2026-01-02 12:00:00+01:00;500,59;2026-01-03 05:00:00+01:00;508,9260815541802;697,8556221110085;1,395711244222017;ATR stop;-13,016761163238668;13952,513144660661;Short;0
