Symbol;Direction;Indicator;IndicatorDisplay;ParamA;ParamB;Length;Factor;ATRStopMult;ATRStopMultValue;MinHoldBars;HTF;FinalEquity;Trades;WinRate;MaxDrawdown
BTC/USDC;Long;htf_crossover;HTF Crossover;14;3,0;;;1.0;1,0;24;7h;13971,040870110799;8;0,375;52,19359972750681
BTC/USDC;Short;htf_crossover;HTF Crossover;7;2,0;;;None;;0;7h;13984,775643259463;12;0,75;190,01804390569487
ETH/USDC;Long;htf_crossover;HTF Crossover;7;2,0;;;None;;0;7h;14065,222507537588;13;0,7692307692307693;67,70005436530118
ETH/USDC;Short;htf_crossover;HTF Crossover;7;2,0;;;1.5;1,5;0;7h;14261,061778960662;22;0,8636363636363636;22,97160012273889
SOL/USDC;Long;htf_crossover;HTF Crossover;7;2,0;;;None;;0;7h;14064,856547412295;3;1,0;0,0
SOL/USDC;Short;htf_crossover;HTF Crossover;14;3,0;;;1.0;1,0;24;7h;13967,770212498728;8;0,375;29,799195902516658
XRP/USDC;Long;htf_crossover;HTF Crossover;7;2,0;;;1.5;1,5;0;7h;13906,225477636037;9;0,3333333333333333;102,50685052378685
XRP/USDC;Short;htf_crossover;HTF Crossover;7;2,0;;;None;;0;7h;14219,295415249011;10;1,0;0,0
LINK/USDC;Long;htf_crossover;HTF Crossover;7;2,0;;;None;;24;7h;14331,64922037591;25;0,92;45,19656195456264
LINK/USDC;Short;htf_crossover;HTF Crossover;14;3,0;;;1.0;1,0;24;7h;14116,641428153853;11;0,7272727272727273;30,062752575056948
SUI/USDC;Long;htf_crossover;HTF Crossover;7;2,0;;;None;;12;7h;14145,325176288703;16;0,9375;158,43857078332258
SUI/USDC;Short;htf_crossover;HTF Crossover;10;2,0;;;1.0;1,0;0;7h;14053,371809777633;11;0,6363636363636364;35,96228079625871
ZEC/USDC;Long;htf_crossover;HTF Crossover;7;2,0;;;None;;0;7h;14000,0;0;0,0;0,0
ZEC/USDC;Short;htf_crossover;HTF Crossover;7;2,0;;;None;;0;7h;14063,612262809313;2;1,0;0,0
TNSR/USDC;Long;htf_crossover;HTF Crossover;10;2,0;;;1.5;1,5;12;7h;14193,317258519492;13;0,5384615384615384;56,40745636077918
TNSR/USDC;Short;htf_crossover;HTF Crossover;7;2,0;;;None;;0;7h;14209,472546780351;11;1,0;0,0
ADA/USDC;Long;htf_crossover;HTF Crossover;7;2,0;;;None;;0;7h;14188,571879814033;13;0,8461538461538461;10,931004366811976
ADA/USDC;Short;htf_crossover;HTF Crossover;7;2,0;;;None;;12;7h;14307,477651493713;17;0,9411764705882353;23,732399223970788
ICP/USDC;Long;htf_crossover;HTF Crossover;10;2,0;;;1.0;1,0;12;7h;13911,79163556696;6;0,0;71,16030286235036
ICP/USDC;Short;htf_crossover;HTF Crossover;7;2,0;;;None;;12;7h;14210,030964417383;14;1,0;0,0
BNB/USDC;Long;htf_crossover;HTF Crossover;7;2,0;;;None;;0;7h;14204,513011935223;19;0,8421052631578947;54,27091572604331
BNB/USDC;Short;htf_crossover;HTF Crossover;14;4,0;;;1.5;1,5;12;7h;14123,65169715626;8;0,75;13,25794282636889
LUNC/USDT;Long;htf_crossover;HTF Crossover;7;2,0;;;1.5;1,5;0;7h;14005,646004929235;6;0,5;40,32466178427421
LUNC/USDT;Short;htf_crossover;HTF Crossover;7;2,0;;;None;;24;7h;14139,362804862196;14;0,9285714285714286;0,0
