Zeit;Entry;ExitZeit;ExitPreis;Stake;Fees;ExitReason;PnL (USD);Equity;Direction;MinHoldBars
2024-05-16 10:00:00+02:00;1,0299;2024-05-17 10:00:00+02:00;1,0612;300,0;0,6;Partial exit 3% (30%);8,51739003786772;14008,517390037869;Long;0
2024-05-16 10:00:00+02:00;1,0299;2024-05-17 19:00:00+02:00;1,0912;300,0;0,6;Partial exit 5% (30%);17,256102534226596;14025,773492572096;Long;0
2024-05-16 10:00:00+02:00;1,0299;2024-05-18 16:00:00+02:00;1,0612;399,99999999999994;0,7999999999999999;Trailing stop 5.0%;11,35652005049029;14037,130012622587;Long;0
2024-07-09 18:00:00+02:00;0,7106;2024-07-09 21:00:00+02:00;0,7342;300,7956431276269;0,6015912862552537;Partial exit 3% (30%);9,3882443143808;14046,518256936968;Long;0
2024-07-09 18:00:00+02:00;0,7106;2024-07-10 06:00:00+02:00;0,7625;300,7956431276269;0,6015912862552537;Partial exit 5% (30%);21,367581072770665;14067,885838009739;Long;0
2024-07-09 18:00:00+02:00;0,7106;2024-07-10 14:00:00+02:00;0,7296;401,06085750350246;0,8021217150070049;Trailing stop 5.0%;9,921430624658846;14077,807268634398;Long;0
2024-08-07 10:00:00+02:00;0,6167;2024-08-07 12:00:00+02:00;0,6372;301,66729861359426;0,6033345972271885;Partial exit 3% (30%);9,424522742773899;14087,231791377173;Long;0
2024-08-07 10:00:00+02:00;0,6167;2024-08-07 17:00:00+02:00;0,6363;703,8903634317198;1,4077807268634397;Trailing stop 5.0%;20,963309143838153;14108,19510052101;Long;0
2024-08-23 10:00:00+02:00;0,8877;2024-08-23 15:00:00+02:00;0,915;302,3184664397359;0,6046369328794718;Partial exit 3% (30%);8,69275422832903;14116,887854749339;Long;0
2024-08-23 10:00:00+02:00;0,8877;2024-08-23 17:00:00+02:00;0,9822;705,4097550260504;1,4108195100521008;Profit target 10.0%;73,68349371509343;14190,571348464433;Long;0
2024-12-11 17:00:00+01:00;4,227;2024-12-12 00:00:00+01:00;4,3756;304,08367175280927;0,6081673435056185;Partial exit 3% (30%);10,08188082835799;14200,653229292791;Long;0
2024-12-11 17:00:00+01:00;4,227;2024-12-12 01:00:00+01:00;4,5186;304,08367175280927;0,6081673435056185;Partial exit 5% (30%);20,369073887419184;14221,02230318021;Long;0
2024-12-11 17:00:00+01:00;4,227;2024-12-12 02:00:00+01:00;4,6636;405,44489567041234;0,8108897913408247;Profit target 10.0%;41,06685836330828;14262,08916154352;Long;0
2025-01-03 17:00:00+01:00;4,6791;2025-01-03 20:00:00+01:00;4,846;305,61619631878966;0,6112323926375793;Partial exit 3% (30%);10,289868922915842;14272,379030466434;Long;0
2025-01-03 17:00:00+01:00;4,6791;2025-01-04 00:00:00+01:00;4,9824;305,61619631878966;0,6112323926375793;Partial exit 5% (30%);19,19885765533937;14291,577888121774;Long;0
2025-01-03 17:00:00+01:00;4,6791;2025-01-04 11:00:00+01:00;5,1945;407,4882617583862;0,8149765235167724;Profit target 10.0%;44,0696060052328;14335,647494127006;Long;0
2025-02-03 17:00:00+01:00;3,5717;2025-02-03 22:00:00+01:00;3,6901;307,1924463027216;0,6143848926054432;Partial exit 3% (30%);9,568885158698507;14345,216379285705;Long;0
2025-02-03 17:00:00+01:00;3,5717;2025-02-04 00:00:00+01:00;3,6497;716,7823747063503;1,4335647494127006;Trailing stop 5.0%;14,219772660530893;14359,436151946235;Long;0
2025-05-07 00:00:00+02:00;3,3556;2025-05-08 04:00:00+02:00;3,5343;307,7022032559907;0,6154044065119814;Partial exit 3% (30%);15,771049199950518;14375,207201146184;Long;0
2025-05-07 00:00:00+02:00;3,3556;2025-05-08 05:00:00+02:00;3,6012;307,7022032559907;0,6154044065119814;Partial exit 5% (30%);21,9056532641494;14397,112854410334;Long;0
2025-05-07 00:00:00+02:00;3,3556;2025-05-08 11:00:00+02:00;3,7188;410,2696043413209;0,8205392086826419;Profit target 10.0%;43,58580251761601;14440,69865692795;Long;0
2025-06-09 18:00:00+02:00;3,3663;2025-06-10 13:00:00+02:00;3,4953;309,4435426484561;0,6188870852969123;Partial exit 3% (30%);11,239300539588227;14451,937957467539;Long;0
2025-06-09 18:00:00+02:00;3,3663;2025-06-10 14:00:00+02:00;3,5432;309,4435426484561;0,6188870852969123;Partial exit 5% (30%);15,64245702975878;14467,580414497297;Long;0
2025-06-09 18:00:00+02:00;3,3663;2025-06-13 02:00:00+02:00;2,9948;412,59139019794145;0,8251827803958829;HTF crossover exit;-46,3581719550194;14421,222242542277;Long;0
2025-07-26 10:00:00+02:00;4,023;2025-07-26 17:00:00+02:00;4,2056;309,0261909116202;0,6180523818232404;Partial exit 3% (30%);13,40834146865198;14434,630584010929;Long;0
2025-07-26 10:00:00+02:00;4,023;2025-07-26 18:00:00+02:00;4,2862;309,0261909116202;0,6180523818232404;Partial exit 5% (30%);19,599619367602198;14454,23020337853;Long;0
2025-07-26 10:00:00+02:00;4,023;2025-07-27 02:00:00+02:00;4,1322;412,03492121549357;0,8240698424309871;Trailing stop 5.0%;10,360174104059709;14464,590377482591;Long;0
2025-08-08 02:00:00+02:00;3,7728;2025-08-09 04:00:00+02:00;3,8902;309,95550808891267;0,6199110161778253;Partial exit 3% (30%);9,025120962627923;14473,615498445219;Long;0
2025-08-08 02:00:00+02:00;3,7728;2025-08-10 06:00:00+02:00;3,9813;309,95550808891267;0,6199110161778253;Partial exit 5% (30%);16,509468605466118;14490,124967050684;Long;0
2025-08-08 02:00:00+02:00;3,7728;2025-08-10 16:00:00+02:00;3,8514;413,27401078521683;0,8265480215704337;Trailing stop 5.0%;7,783327203121559;14497,908294253806;Long;0
2025-09-09 02:00:00+02:00;3,4917;2025-09-09 09:00:00+02:00;3,61;310,66946344829586;0,6213389268965918;Partial exit 3% (30%);9,90424961906481;14507,812543872871;Long;0
2025-09-09 02:00:00+02:00;3,4917;2025-09-12 01:00:00+02:00;3,6686;310,66946344829586;0,6213389268965918;Partial exit 5% (30%);15,118108357808174;14522,93065223068;Long;0
2025-09-09 02:00:00+02:00;3,4917;2025-09-13 14:00:00+02:00;3,8633;414,22595126439444;0,8284519025287889;Profit target 10.0%;43,25504997044115;14566,18570220112;Long;0
2025-10-01 10:00:00+02:00;3,3836;2025-10-01 17:00:00+02:00;3,4917;312,1325507614526;0,6242651015229052;Partial exit 3% (30%);9,347814558399364;14575,53351675952;Long;0
2025-10-01 10:00:00+02:00;3,3836;2025-10-02 03:00:00+02:00;3,5759;312,1325507614526;0,6242651015229052;Partial exit 5% (30%);17,11515135178934;14592,64866811131;Long;0
2025-10-01 10:00:00+02:00;3,3836;2025-10-07 16:00:00+02:00;3,5258;416,1767343486034;0,8323534686972068;Trailing stop 5.0%;16,65799161475573;14609,306659726066;Long;0
2025-12-02 09:00:00+01:00;1,337;2025-12-02 12:00:00+01:00;1,3838;313,05657127984426;0,6261131425596885;Partial exit 3% (30%);10,332037594834999;14619,638697320901;Long;0
2025-12-02 09:00:00+01:00;1,337;2025-12-02 14:00:00+01:00;1,4161;313,05657127984426;0,6261131425596885;Partial exit 5% (30%);17,895034791797578;14637,533732112699;Long;0
2025-12-02 09:00:00+01:00;1,337;2025-12-02 15:00:00+01:00;1,477;417,408761706459;0,834817523412918;Profit target 10.0%;42,872906215483354;14680,406638328182;Long;0
2026-01-02 09:00:00+01:00;1,4941;2026-01-02 17:00:00+01:00;1,5731;314,5801422498896;0,6291602844997792;Partial exit 3% (30%);16,004151567278058;14696,41078989546;Long;0
