Zeit;Entry;ExitZeit;ExitPreis;Stake;Fees;ExitReason;PnL (USD);Equity;Direction;MinHoldBars
2024-05-08 22:00:00+02:00;1,0196;2024-05-09 06:00:00+02:00;0,982;300,0;0,6;Partial exit 3% (30%);10,463162024323285;14010,463162024324;Short;12
2024-05-08 22:00:00+02:00;1,0196;2024-05-10 15:00:00+02:00;1,1021;700,0;1,4000000000000001;HTF crossover exit;-58,03985876814438;13952,423303256179;Short;12
2024-05-23 18:00:00+02:00;1,07;2024-05-24 08:00:00+02:00;1,0364;298,98049935548954;0,5979609987109791;Partial exit 3% (30%);8,790585523106282;13961,213888779284;Short;12
2024-05-23 18:00:00+02:00;1,07;2024-05-24 08:00:00+02:00;1,0364;996,6016645182984;1,993203329036597;Trailing stop 5.0%;29,301951743687606;13990,515840522972;Short;12
2024-06-24 06:00:00+02:00;0,8559;2024-06-26 20:00:00+02:00;0,8275;299,79676801120655;0,5995935360224132;Partial exit 3% (30%);9,34809686182577;13999,863937384798;Short;12
2024-06-24 06:00:00+02:00;0,8559;2024-06-28 18:00:00+02:00;0,8075;299,79676801120655;0,5995935360224132;Partial exit 5% (30%);16,353512634958303;14016,217450019756;Short;12
2024-06-24 06:00:00+02:00;0,8559;2024-07-01 00:00:00+02:00;0,8209;399,729024014942;0,7994580480298841;Trailing stop 5.0%;15,54651208927936;14031,763962109035;Short;12
2024-07-24 02:00:00+02:00;0,8047;2024-07-24 23:00:00+02:00;0,7794;300,6806563309079;0,6013613126618158;Partial exit 3% (30%);8,852125210479686;14040,616087319515;Short;12
2024-07-24 02:00:00+02:00;0,8047;2024-07-25 03:00:00+02:00;0,7514;300,6806563309079;0,6013613126618158;Partial exit 5% (30%);19,314481836881363;14059,930569156397;Short;12
2024-07-24 02:00:00+02:00;0,8047;2024-07-25 20:00:00+02:00;0,7219;400,90754177454386;0,8018150835490877;Profit target 10.0%;40,44976247197747;14100,380331628374;Short;12
2024-08-14 14:00:00+02:00;0,9229;2024-08-14 16:00:00+02:00;0,8946;302,1510071063223;0,6043020142126446;Partial exit 3% (30%);8,660920112896417;14109,04125174127;Short;12
2024-08-14 14:00:00+02:00;0,9229;2024-08-15 16:00:00+02:00;0,8851;705,0190165814187;1,4100380331628373;Trailing stop 5.0%;27,46602527464696;14136,507277015917;Short;12
2024-08-26 22:00:00+02:00;0,9396;2024-08-27 12:00:00+02:00;0,8988;302,9251559360554;0,6058503118721108;Partial exit 3% (30%);12,547987876922104;14149,055264892839;Short;12
2024-08-26 22:00:00+02:00;0,9396;2024-08-27 15:00:00+02:00;0,8915;302,9251559360554;0,6058503118721108;Partial exit 5% (30%);14,901493239132863;14163,956758131972;Short;12
2024-08-26 22:00:00+02:00;0,9396;2024-08-27 19:00:00+02:00;0,9203;403,90020791474046;0,8078004158294809;Trailing stop 5.0%;7,488574650959029;14171,44533278293;Short;12
2024-10-03 22:00:00+02:00;1,6765;2024-10-07 10:00:00+02:00;1,9813;1012,2460951987807;2,0244921903975617;HTF crossover exit;-186,05825885701748;13985,387073925913;Short;12
