Zeit;Entry;ExitZeit;ExitPreis;Stake;Fees;ExitReason;PnL (USD);Equity;Direction;MinHoldBars
2024-06-25 20:00:00+02:00;14,185;2024-06-26 12:00:00+02:00;14,042532683225216;1000,0;2,0;ATR stop;-12,043518983065496;13987,956481016934;Long;24
2024-09-19 06:00:00+02:00;11,05;2024-09-20 05:00:00+02:00;11,43;299,74192459322;0,59948384918644;Partial exit 3% (30%);9,708383240897115;13997,664864257831;Long;24
2024-09-19 06:00:00+02:00;11,05;2024-09-20 08:00:00+02:00;11,69;299,74192459322;0,59948384918644;Partial exit 5% (30%);16,7611344077964;14014,425998665627;Long;24
2024-09-19 06:00:00+02:00;11,05;2024-09-21 18:00:00+02:00;11,35;399,6558994576266;0,7993117989152533;Trailing stop 5.0%;10,051074611699004;14024,477073277327;Long;24
2024-11-06 03:00:00+01:00;11,48;2024-11-06 10:00:00+01:00;11,84;300,5245087130856;0,6010490174261712;Partial exit 3% (30%);8,823064496224582;14033,30013777355;Long;24
2024-11-06 03:00:00+01:00;11,48;2024-11-06 22:00:00+01:00;12,11;300,5245087130856;0,6010490174261712;Partial exit 5% (30%);15,891149631462646;14049,191287405014;Long;24
2024-11-06 03:00:00+01:00;11,48;2024-11-07 03:00:00+01:00;12,67;400,69934495078076;0,8013986899015615;Profit target 10.0%;40,73450901841106;14089,925796423426;Long;24
2025-01-02 10:00:00+01:00;22,42;2025-01-02 16:00:00+01:00;22,107900053575683;1006,4232711731019;2,0128465423462036;ATR stop;-16,022866569701794;14073,902929853724;Long;24
2025-01-19 17:00:00+01:00;26,11;2025-01-19 22:00:00+01:00;25,36638138020486;1005,2787807038375;2,010557561407675;ATR stop;-30,641121307724344;14043,261808546;Long;24
2025-08-07 13:00:00+02:00;17,36;2025-08-07 15:00:00+02:00;17,89;300,92703875455715;0,6018540775091143;Partial exit 3% (30%);8,585434548062063;14051,847243094062;Long;24
2025-08-07 13:00:00+02:00;17,36;2025-08-07 21:00:00+02:00;18,3;300,92703875455715;0,6018540775091143;Partial exit 5% (30%);15,692582352749186;14067,539825446811;Long;24
2025-08-07 13:00:00+02:00;17,36;2025-08-08 05:00:00+02:00;19,2;401,2360516727428;0,8024721033454856;Profit target 10.0%;41,724851345839234;14109,26467679265;Long;24
2025-11-27 19:00:00+01:00;13,51;2025-11-27 23:00:00+01:00;13,391369757752205;1007,8046197709036;2,0156092395418073;ATR stop;-10,865061954706054;14098,399614837945;Long;24
