Phase,PhaseClassifier,PhaseHTF,PhaseLength,PhaseFactor,ParamA,ParamB,ATRStopMult,MinHoldBars,MaxHoldBars,Trades,PnL,WinRate,AvgPnL,Winners,DashTrades,DashPnL,DashWinRate,DashWinners
Down,jma,6h,20,4.0,20,-50,2.0,24,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,None,12,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,None,12,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,None,12,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,None,12,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,None,24,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,None,24,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,None,24,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,None,24,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,1.0,12,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,1.0,12,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,1.0,12,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,1.0,12,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,1.0,24,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,1.0,24,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,1.0,24,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,1.0,24,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,1.5,12,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,1.5,12,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,1.5,12,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,1.5,12,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,1.5,24,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,1.5,24,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,1.5,24,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,1.5,24,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,2.0,12,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,2.0,12,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,2.0,12,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,2.0,12,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,2.0,24,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,2.0,24,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,2.0,24,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,2.0,24,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,None,12,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,None,12,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,None,12,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,None,12,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,None,24,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,None,24,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,None,24,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,None,24,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,1.0,12,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,1.0,12,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,1.0,12,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,1.0,12,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,1.0,24,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,1.0,24,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,1.0,24,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,1.0,24,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,1.5,12,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,1.5,12,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,1.5,12,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,1.5,12,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,1.5,24,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,1.5,24,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,1.5,24,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,1.5,24,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,2.0,12,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,2.0,12,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,2.0,12,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,2.0,12,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,2.0,24,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,2.0,24,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,2.0,24,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,2.0,24,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,-50,None,24,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,-50,None,24,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,-50,None,24,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,-50,None,24,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,-50,1.0,24,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,-50,1.0,24,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,-50,1.0,24,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,-50,1.0,24,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,-50,1.5,24,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,-50,1.5,24,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,-50,1.5,24,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,-50,1.5,24,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,-50,2.0,24,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,-50,2.0,24,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,-50,2.0,24,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,-50,2.0,24,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,None,12,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,None,12,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,None,12,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,None,12,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,None,24,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,None,24,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,None,24,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,None,24,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,1.0,12,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,1.0,12,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,1.0,12,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,1.0,12,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,1.0,24,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,1.0,24,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,1.0,24,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,1.0,24,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,1.5,12,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,1.5,12,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,1.5,12,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,1.5,12,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,1.5,24,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,1.5,24,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,1.5,24,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,1.5,24,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,2.0,12,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,2.0,12,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,2.0,12,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,2.0,12,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,2.0,24,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,2.0,24,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,2.0,24,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,2.0,24,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,None,12,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,None,12,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,None,12,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,None,12,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,None,24,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,None,24,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,None,24,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,None,24,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,1.0,12,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,1.0,12,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,1.0,12,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,1.0,12,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,1.0,24,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,1.0,24,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,1.0,24,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,1.0,24,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,1.5,12,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,1.5,12,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,1.5,12,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,1.5,12,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,1.5,24,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,1.5,24,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,1.5,24,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,1.5,24,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,2.0,12,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,2.0,12,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,2.0,12,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,2.0,12,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,2.0,24,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,2.0,24,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,2.0,24,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,2.0,24,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,50,-50,None,24,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,50,-50,None,24,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,50,-50,None,24,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,50,-50,None,24,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,50,-50,1.0,24,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,50,-50,1.0,24,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,50,-50,1.0,24,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,50,-50,1.0,24,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,50,-50,1.5,24,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,50,-50,1.5,24,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,50,-50,1.5,24,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,50,-50,1.5,24,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,50,-50,2.0,24,0,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,50,-50,2.0,24,24,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,50,-50,2.0,24,48,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,50,-50,2.0,24,60,0,0.0,0.0,0.0,0,0,0,0,0
Down,jma,6h,20,4.0,50,50,None,24,0,1,-12.17,0.0,-12.17,0,0,0,0,0
Down,jma,6h,20,4.0,50,50,None,24,48,1,-12.17,0.0,-12.17,0,0,0,0,0
Down,jma,6h,20,4.0,50,50,None,24,60,1,-12.17,0.0,-12.17,0,0,0,0,0
Down,jma,6h,20,4.0,50,0,None,24,48,1,-12.24,0.0,-12.24,0,0,0,0,0
Down,jma,6h,20,4.0,50,0,None,24,0,1,-12.28,0.0,-12.28,0,0,0,0,0
Down,jma,6h,20,4.0,50,0,None,24,60,1,-12.28,0.0,-12.28,0,0,0,0,0
Down,jma,6h,20,4.0,50,-50,None,12,24,1,-13.36,0.0,-13.36,0,0,0,0,0
Down,jma,6h,20,4.0,50,-50,None,12,0,1,-13.37,0.0,-13.37,0,0,0,0,0
Down,jma,6h,20,4.0,50,-50,None,12,48,1,-13.37,0.0,-13.37,0,0,0,0,0
Down,jma,6h,20,4.0,50,-50,None,12,60,1,-13.37,0.0,-13.37,0,0,0,0,0
Down,jma,6h,20,4.0,50,0,None,12,0,1,-13.53,0.0,-13.53,0,0,0,0,0
Down,jma,6h,20,4.0,50,0,None,12,60,1,-13.53,0.0,-13.53,0,0,0,0,0
Down,jma,6h,20,4.0,50,0,None,12,48,1,-13.55,0.0,-13.55,0,0,0,0,0
Down,jma,6h,20,4.0,50,0,None,12,24,1,-13.61,0.0,-13.61,0,0,0,0,0
Down,jma,6h,20,4.0,30,-50,None,12,0,1,-13.63,0.0,-13.63,0,0,0,0,0
Down,jma,6h,20,4.0,30,-50,None,12,60,1,-13.63,0.0,-13.63,0,0,0,0,0
Down,jma,6h,20,4.0,30,-50,None,12,48,1,-13.65,0.0,-13.65,0,0,0,0,0
Down,jma,6h,20,4.0,30,-50,None,12,24,1,-13.74,0.0,-13.74,0,0,0,0,0
Down,jma,6h,20,4.0,50,50,None,12,0,1,-13.81,0.0,-13.81,0,0,0,0,0
Down,jma,6h,20,4.0,50,50,None,12,48,1,-13.81,0.0,-13.81,0,0,0,0,0
Down,jma,6h,20,4.0,50,50,None,12,60,1,-13.81,0.0,-13.81,0,0,0,0,0
Down,jma,6h,20,4.0,50,50,None,12,24,1,-13.93,0.0,-13.93,0,0,0,0,0
Down,jma,6h,20,4.0,50,-50,1.0,12,0,1,-15.3,0.0,-15.3,0,0,0,0,0
Down,jma,6h,20,4.0,50,-50,1.0,12,24,1,-15.3,0.0,-15.3,0,0,0,0,0
Down,jma,6h,20,4.0,50,-50,1.0,12,48,1,-15.3,0.0,-15.3,0,0,0,0,0
Down,jma,6h,20,4.0,50,-50,1.0,12,60,1,-15.3,0.0,-15.3,0,0,0,0,0
Down,jma,6h,20,4.0,50,-50,1.0,0,0,1,-15.33,0.0,-15.33,0,0,0,0,0
Down,jma,6h,20,4.0,50,-50,1.0,0,24,1,-15.33,0.0,-15.33,0,0,0,0,0
Down,jma,6h,20,4.0,50,-50,1.0,0,48,1,-15.33,0.0,-15.33,0,0,0,0,0
Down,jma,6h,20,4.0,50,-50,1.0,0,60,1,-15.33,0.0,-15.33,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,1.0,0,0,1,-15.34,0.0,-15.34,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,1.0,0,24,1,-15.34,0.0,-15.34,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,1.0,0,48,1,-15.34,0.0,-15.34,0,0,0,0,0
Down,jma,6h,20,4.0,20,50,1.0,0,60,1,-15.34,0.0,-15.34,0,0,0,0,0
Down,jma,6h,20,4.0,20,-50,1.0,0,0,1,-15.34,0.0,-15.34,0,0,0,0,0
Down,jma,6h,20,4.0,20,-50,1.0,0,24,1,-15.34,0.0,-15.34,0,0,0,0,0
Down,jma,6h,20,4.0,20,-50,1.0,0,48,1,-15.34,0.0,-15.34,0,0,0,0,0
Down,jma,6h,20,4.0,20,-50,1.0,0,60,1,-15.34,0.0,-15.34,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,1.0,0,0,1,-15.35,0.0,-15.35,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,1.0,0,24,1,-15.35,0.0,-15.35,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,1.0,0,48,1,-15.35,0.0,-15.35,0,0,0,0,0
Down,jma,6h,20,4.0,30,50,1.0,0,60,1,-15.35,0.0,-15.35,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,1.0,0,0,1,-15.41,0.0,-15.41,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,1.0,0,24,1,-15.41,0.0,-15.41,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,1.0,0,48,1,-15.41,0.0,-15.41,0,0,0,0,0
Down,jma,6h,20,4.0,20,0,1.0,0,60,1,-15.41,0.0,-15.41,0,0,0,0,0
Down,jma,6h,20,4.0,50,0,None,24,24,1,-15.48,0.0,-15.48,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,1.0,0,0,1,-15.5,0.0,-15.5,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,1.0,0,24,1,-15.5,0.0,-15.5,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,1.0,0,48,1,-15.5,0.0,-15.5,0,0,0,0,0
Down,jma,6h,20,4.0,30,0,1.0,0,60,1,-15.5,0.0,-15.5,0,0,0,0,0
Down,jma,6h,20,4.0,30,-50,1.0,0,0,1,-15.51,0.0,-15.51,0,0,0,0,0
Down,jma,6h,20,4.0,30,-50,1.0,0,24,1,-15.51,0.0,-15.51,0,0,0,0,0
Down,jma,6h,20,4.0,30,-50,1.0,0,48,1,-15.51,0.0,-15.51,0,0,0,0,0
Down,jma,6h,20,4.0,30,-50,1.0,0,60,1,-15.51,0.0,-15.51,0,0,0,0,0
Down,jma,6h,20,4.0,50,0,1.0,12,0,1,-15.53,0.0,-15.53,0,0,0,0,0
Down,jma,6h,20,4.0,50,0,1.0,12,24,1,-15.53,0.0,-15.53,0,0,0,0,0
Down,jma,6h,20,4.0,50,0,1.0,12,48,1,-15.53,0.0,-15.53,0,0,0,0,0
Down,jma,6h,20,4.0,50,0,1.0,12,60,1,-15.53,0.0,-15.53,0,0,0,0,0
Down,jma,6h,20,4.0,50,0,1.0,0,0,1,-15.57,0.0,-15.57,0,0,0,0,0
Down,jma,6h,20,4.0,50,0,1.0,0,24,1,-15.57,0.0,-15.57,0,0,0,0,0
Down,jma,6h,20,4.0,50,0,1.0,0,48,1,-15.57,0.0,-15.57,0,0,0,0,0
Down,jma,6h,20,4.0,50,0,1.0,0,60,1,-15.57,0.0,-15.57,0,0,0,0,0
Down,jma,6h,20,4.0,50,50,1.0,0,0,1,-15.58,0.0,-15.58,0,0,0,0,0
Down,jma,6h,20,4.0,50,50,1.0,0,24,1,-15.58,0.0,-15.58,0,0,0,0,0
Down,jma,6h,20,4.0,50,50,1.0,0,48,1,-15.58,0.0,-15.58,0,0,0,0,0
Down,jma,6h,20,4.0,50,50,1.0,0,60,1,-15.58,0.0,-15.58,0,0,0,0,0
Down,jma,6h,20,4.0,50,0,1.0,24,0,1,-15.58,0.0,-15.58,0,0,0,0,0
Down,jma,6h,20,4.0,50,0,1.0,24,48,1,-15.58,0.0,-15.58,0,0,0,0,0
Down,jma,6h,20,4.0,50,0,1.0,24,60,1,-15.58,0.0,-15.58,0,0,0,0,0
Down,jma,6h,20,4.0,50,0,1.0,24,24,1,-15.59,0.0,-15.59,0,0,0,0,0
Down,jma,6h,20,4.0,50,50,None,24,24,1,-15.59,0.0,-15.59,0,0,0,0,0
Down,jma,6h,20,4.0,30,-50,1.0,12,0,1,-15.6,0.0,-15.6,0,0,0,0,0
Down,jma,6h,20,4.0,30,-50,1.0,12,24,1,-15.6,0.0,-15.6,0,0,0,0,0
Down,jma,6h,20,4.0,30,-50,1.0,12,48,1,-15.6,0.0,-15.6,0,0,0,0,0
