Phase,PhaseClassifier,PhaseHTF,PhaseLength,PhaseFactor,ParamA,ParamB,ATRStopMult,MinHoldBars,MaxHoldBars,Trades,PnL,WinRate,AvgPnL,Winners,DashTrades,DashPnL,DashWinRate,DashWinners
Down,jma,6h,10,3.0,30,-50,1.5,0,48,49,-985.58,0.0,-20.11,0,8,-142.28,0.0,0
Down,jma,6h,10,3.0,30,-50,1.5,0,60,49,-985.58,0.0,-20.11,0,8,-142.28,0.0,0
Down,jma,6h,10,3.0,30,-50,1.5,0,24,49,-985.58,0.0,-20.11,0,8,-142.28,0.0,0
Down,jma,6h,10,3.0,30,50,2.0,24,0,20,-993.35,5.0,-49.67,1,4,-387.36,0.0,0
Down,jma,6h,10,3.0,30,50,2.0,24,48,20,-993.35,5.0,-49.67,1,4,-387.36,0.0,0
Down,jma,6h,10,3.0,30,50,2.0,24,60,20,-993.35,5.0,-49.67,1,4,-387.36,0.0,0
Down,jma,6h,10,3.0,30,50,2.0,0,0,45,-994.23,2.22,-22.09,1,8,-229.04,12.5,1
Down,jma,6h,10,3.0,30,50,2.0,0,24,45,-994.23,2.22,-22.09,1,8,-229.04,12.5,1
Down,jma,6h,10,3.0,30,50,2.0,0,48,45,-994.23,2.22,-22.09,1,8,-229.04,12.5,1
Down,jma,6h,10,3.0,30,50,2.0,0,60,45,-994.23,2.22,-22.09,1,8,-229.04,12.5,1
Down,jma,6h,10,3.0,30,50,1.5,24,24,19,-994.58,0.0,-52.35,0,4,-321.78,0.0,0
Down,jma,6h,10,3.0,30,50,None,0,0,45,-999.18,2.22,-22.2,1,8,-229.18,12.5,1
Down,jma,6h,10,3.0,30,50,None,0,24,45,-999.18,2.22,-22.2,1,8,-229.18,12.5,1
Down,jma,6h,10,3.0,30,50,None,0,48,45,-999.18,2.22,-22.2,1,8,-229.18,12.5,1
Down,jma,6h,10,3.0,30,50,None,0,60,45,-999.18,2.22,-22.2,1,8,-229.18,12.5,1
Down,jma,6h,10,3.0,30,50,1.5,24,0,19,-1006.27,0.0,-52.96,0,4,-326.14,0.0,0
Down,jma,6h,10,3.0,30,50,1.5,24,48,19,-1006.27,0.0,-52.96,0,4,-326.14,0.0,0
Down,jma,6h,10,3.0,30,50,1.5,24,60,19,-1006.27,0.0,-52.96,0,4,-326.14,0.0,0
Down,jma,6h,10,3.0,30,-50,1.0,12,24,35,-1013.51,0.0,-28.96,0,7,-221.0,0.0,0
Down,jma,6h,10,3.0,30,-50,1.0,12,0,35,-1013.94,0.0,-28.97,0,7,-221.07,0.0,0
Down,jma,6h,10,3.0,30,-50,1.0,12,48,35,-1013.94,0.0,-28.97,0,7,-221.07,0.0,0
Down,jma,6h,10,3.0,30,-50,1.0,12,60,35,-1013.94,0.0,-28.97,0,7,-221.07,0.0,0
Down,jma,6h,10,3.0,20,50,1.5,24,24,21,-1016.89,0.0,-48.42,0,4,-321.39,0.0,0
Down,jma,6h,10,3.0,30,50,1.5,12,0,20,-1024.52,0.0,-51.23,0,4,-318.34,0.0,0
Down,jma,6h,10,3.0,30,50,1.5,12,48,20,-1024.52,0.0,-51.23,0,4,-318.34,0.0,0
Down,jma,6h,10,3.0,30,50,1.5,12,60,20,-1024.52,0.0,-51.23,0,4,-318.34,0.0,0
Down,jma,6h,10,3.0,30,50,1.5,12,24,20,-1024.81,0.0,-51.24,0,4,-318.46,0.0,0
Down,jma,6h,10,3.0,20,-50,None,0,0,53,-1035.9,0.0,-19.55,0,8,-132.36,0.0,0
Down,jma,6h,10,3.0,20,-50,None,0,24,53,-1035.9,0.0,-19.55,0,8,-132.36,0.0,0
Down,jma,6h,10,3.0,20,-50,None,0,48,53,-1035.9,0.0,-19.55,0,8,-132.36,0.0,0
Down,jma,6h,10,3.0,20,-50,None,0,60,53,-1035.9,0.0,-19.55,0,8,-132.36,0.0,0
Down,jma,6h,10,3.0,20,50,1.5,24,0,21,-1039.31,0.0,-49.49,0,4,-326.76,0.0,0
Down,jma,6h,10,3.0,20,50,1.5,24,48,21,-1039.31,0.0,-49.49,0,4,-326.76,0.0,0
Down,jma,6h,10,3.0,20,50,1.5,24,60,21,-1039.31,0.0,-49.49,0,4,-326.76,0.0,0
Down,jma,6h,10,3.0,20,0,None,24,0,23,-1043.26,21.74,-45.36,5,3,-144.95,33.33,1
Down,jma,6h,10,3.0,20,0,None,24,48,23,-1043.26,21.74,-45.36,5,3,-144.95,33.33,1
Down,jma,6h,10,3.0,20,0,None,24,60,23,-1043.26,21.74,-45.36,5,3,-144.95,33.33,1
Down,jma,6h,10,3.0,20,-50,2.0,0,0,53,-1044.62,0.0,-19.71,0,8,-132.19,0.0,0
Down,jma,6h,10,3.0,20,-50,2.0,0,24,53,-1044.62,0.0,-19.71,0,8,-132.19,0.0,0
Down,jma,6h,10,3.0,20,-50,2.0,0,48,53,-1044.62,0.0,-19.71,0,8,-132.19,0.0,0
Down,jma,6h,10,3.0,20,-50,2.0,0,60,53,-1044.62,0.0,-19.71,0,8,-132.19,0.0,0
Down,jma,6h,10,3.0,30,0,None,12,24,23,-1051.65,17.39,-45.72,4,5,-231.52,40.0,2
Down,jma,6h,10,3.0,20,-50,1.5,0,0,53,-1052.93,0.0,-19.87,0,8,-132.32,0.0,0
Down,jma,6h,10,3.0,20,-50,1.5,0,24,53,-1052.93,0.0,-19.87,0,8,-132.32,0.0,0
Down,jma,6h,10,3.0,20,-50,1.5,0,48,53,-1052.93,0.0,-19.87,0,8,-132.32,0.0,0
Down,jma,6h,10,3.0,20,-50,1.5,0,60,53,-1052.93,0.0,-19.87,0,8,-132.32,0.0,0
Down,jma,6h,10,3.0,30,0,2.0,24,0,23,-1068.27,4.35,-46.45,1,4,-238.67,0.0,0
Down,jma,6h,10,3.0,30,0,2.0,24,48,23,-1068.27,4.35,-46.45,1,4,-238.67,0.0,0
Down,jma,6h,10,3.0,30,0,2.0,24,60,23,-1068.27,4.35,-46.45,1,4,-238.67,0.0,0
Down,jma,6h,10,3.0,50,50,2.0,24,48,24,-1070.1,8.33,-44.59,2,7,-301.72,14.29,1
Down,jma,6h,10,3.0,50,50,2.0,24,0,24,-1070.2,8.33,-44.59,2,7,-301.73,14.29,1
Down,jma,6h,10,3.0,50,50,2.0,24,60,24,-1070.2,8.33,-44.59,2,7,-301.73,14.29,1
Down,jma,6h,10,3.0,30,0,1.5,12,0,23,-1080.92,0.0,-47.0,0,4,-212.86,0.0,0
Down,jma,6h,10,3.0,30,0,1.5,12,48,23,-1080.92,0.0,-47.0,0,4,-212.86,0.0,0
Down,jma,6h,10,3.0,30,0,1.5,12,60,23,-1080.92,0.0,-47.0,0,4,-212.86,0.0,0
Down,jma,6h,10,3.0,30,0,1.5,12,24,23,-1081.0,0.0,-47.0,0,4,-213.06,0.0,0
Down,jma,6h,10,3.0,20,0,1.5,12,0,25,-1091.03,4.0,-43.64,1,4,-302.46,0.0,0
Down,jma,6h,10,3.0,20,0,1.5,12,48,25,-1091.03,4.0,-43.64,1,4,-302.46,0.0,0
Down,jma,6h,10,3.0,20,0,1.5,12,60,25,-1091.03,4.0,-43.64,1,4,-302.46,0.0,0
Down,jma,6h,10,3.0,20,0,1.5,12,24,25,-1091.44,4.0,-43.66,1,4,-302.56,0.0,0
Down,jma,6h,10,3.0,30,0,None,12,0,23,-1097.22,17.39,-47.71,4,5,-231.2,40.0,2
Down,jma,6h,10,3.0,30,0,None,12,48,23,-1097.22,17.39,-47.71,4,5,-231.2,40.0,2
Down,jma,6h,10,3.0,30,0,None,12,60,23,-1097.22,17.39,-47.71,4,5,-231.2,40.0,2
Down,jma,6h,10,3.0,30,0,1.5,24,24,23,-1097.43,0.0,-47.71,0,4,-211.36,0.0,0
Down,jma,6h,10,3.0,20,50,2.0,12,24,22,-1103.93,9.09,-50.18,2,4,-357.42,25.0,1
Down,jma,6h,10,3.0,20,50,2.0,12,0,22,-1104.0,9.09,-50.18,2,4,-357.41,25.0,1
Down,jma,6h,10,3.0,20,50,2.0,12,48,22,-1104.0,9.09,-50.18,2,4,-357.41,25.0,1
Down,jma,6h,10,3.0,20,50,2.0,12,60,22,-1104.0,9.09,-50.18,2,4,-357.41,25.0,1
Down,jma,6h,10,3.0,30,0,1.5,24,0,23,-1106.4,0.0,-48.1,0,4,-212.65,0.0,0
Down,jma,6h,10,3.0,30,0,1.5,24,48,23,-1106.4,0.0,-48.1,0,4,-212.65,0.0,0
Down,jma,6h,10,3.0,30,0,1.5,24,60,23,-1106.4,0.0,-48.1,0,4,-212.65,0.0,0
Down,jma,6h,10,3.0,50,0,1.5,12,24,28,-1111.69,3.57,-39.7,1,2,-66.93,0.0,0
Down,jma,6h,10,3.0,50,0,1.5,12,0,28,-1112.12,3.57,-39.72,1,2,-66.87,0.0,0
Down,jma,6h,10,3.0,50,0,1.5,12,48,28,-1112.12,3.57,-39.72,1,2,-66.87,0.0,0
Down,jma,6h,10,3.0,50,0,1.5,12,60,28,-1112.12,3.57,-39.72,1,2,-66.87,0.0,0
Down,jma,6h,10,3.0,50,50,1.5,24,0,25,-1112.72,4.0,-44.51,1,7,-256.15,14.29,1
Down,jma,6h,10,3.0,50,50,1.5,24,48,25,-1112.72,4.0,-44.51,1,7,-256.15,14.29,1
Down,jma,6h,10,3.0,50,50,1.5,24,60,25,-1112.72,4.0,-44.51,1,7,-256.15,14.29,1
Down,jma,6h,10,3.0,20,-50,None,12,24,25,-1120.05,16.0,-44.8,4,6,-283.97,33.33,2
Down,jma,6h,10,3.0,50,50,1.5,24,24,25,-1121.42,0.0,-44.86,0,7,-269.56,0.0,0
Down,jma,6h,10,3.0,20,0,1.0,0,0,60,-1123.06,1.67,-18.72,1,8,-162.91,12.5,1
Down,jma,6h,10,3.0,20,0,1.0,0,24,60,-1123.06,1.67,-18.72,1,8,-162.91,12.5,1
Down,jma,6h,10,3.0,20,0,1.0,0,48,60,-1123.06,1.67,-18.72,1,8,-162.91,12.5,1
Down,jma,6h,10,3.0,20,0,1.0,0,60,60,-1123.06,1.67,-18.72,1,8,-162.91,12.5,1
Down,jma,6h,10,3.0,20,-50,1.5,12,0,25,-1128.18,0.0,-45.13,0,5,-255.25,0.0,0
Down,jma,6h,10,3.0,20,-50,1.5,12,48,25,-1128.18,0.0,-45.13,0,5,-255.25,0.0,0
Down,jma,6h,10,3.0,20,-50,1.5,12,60,25,-1128.18,0.0,-45.13,0,5,-255.25,0.0,0
Down,jma,6h,10,3.0,20,-50,1.5,12,24,25,-1128.32,0.0,-45.13,0,5,-255.33,0.0,0
Down,jma,6h,10,3.0,20,-50,None,12,0,25,-1141.81,16.0,-45.67,4,6,-284.24,33.33,2
Down,jma,6h,10,3.0,20,-50,None,12,48,25,-1141.81,16.0,-45.67,4,6,-284.24,33.33,2
Down,jma,6h,10,3.0,20,-50,None,12,60,25,-1141.81,16.0,-45.67,4,6,-284.24,33.33,2
Down,jma,6h,10,3.0,50,0,2.0,24,24,23,-1144.54,4.35,-49.76,1,2,-85.66,0.0,0
Down,jma,6h,10,3.0,30,50,2.0,12,0,20,-1146.94,5.0,-57.35,1,4,-348.81,25.0,1
Down,jma,6h,10,3.0,30,50,2.0,12,48,20,-1146.94,5.0,-57.35,1,4,-348.81,25.0,1
Down,jma,6h,10,3.0,30,50,2.0,12,60,20,-1146.94,5.0,-57.35,1,4,-348.81,25.0,1
Down,jma,6h,10,3.0,30,50,2.0,12,24,20,-1146.97,5.0,-57.35,1,4,-348.8,25.0,1
Down,jma,6h,10,3.0,50,0,None,24,48,22,-1152.22,27.27,-52.37,6,2,-144.42,0.0,0
Down,jma,6h,10,3.0,50,0,None,24,0,22,-1152.9,27.27,-52.4,6,2,-144.52,0.0,0
Down,jma,6h,10,3.0,50,0,None,24,60,22,-1153.08,27.27,-52.41,6,2,-144.52,0.0,0
Down,jma,6h,10,3.0,20,-50,2.0,24,0,26,-1155.1,7.69,-44.43,2,5,-295.0,0.0,0
Down,jma,6h,10,3.0,20,-50,2.0,24,48,26,-1155.1,7.69,-44.43,2,5,-295.0,0.0,0
Down,jma,6h,10,3.0,20,-50,2.0,24,60,26,-1155.1,7.69,-44.43,2,5,-295.0,0.0,0
Down,jma,6h,10,3.0,50,50,1.5,12,24,28,-1157.23,3.57,-41.33,1,7,-233.9,14.29,1
Down,jma,6h,10,3.0,50,50,1.5,12,0,28,-1157.48,3.57,-41.34,1,7,-233.92,14.29,1
Down,jma,6h,10,3.0,50,50,1.5,12,48,28,-1157.48,3.57,-41.34,1,7,-233.92,14.29,1
Down,jma,6h,10,3.0,50,50,1.5,12,60,28,-1157.48,3.57,-41.34,1,7,-233.92,14.29,1
Down,jma,6h,10,3.0,20,0,1.5,24,24,25,-1175.24,0.0,-47.01,0,4,-310.55,0.0,0
Down,jma,6h,10,3.0,20,-50,1.5,24,24,26,-1184.94,0.0,-45.57,0,5,-254.82,0.0,0
Down,jma,6h,10,3.0,20,-50,1.5,24,0,26,-1198.01,0.0,-46.08,0,5,-257.31,0.0,0
Down,jma,6h,10,3.0,20,-50,1.5,24,48,26,-1198.01,0.0,-46.08,0,5,-257.31,0.0,0
Down,jma,6h,10,3.0,20,-50,1.5,24,60,26,-1198.01,0.0,-46.08,0,5,-257.31,0.0,0
Down,jma,6h,10,3.0,20,0,1.5,24,0,25,-1198.97,0.0,-47.96,0,4,-316.25,0.0,0
Down,jma,6h,10,3.0,20,0,1.5,24,48,25,-1198.97,0.0,-47.96,0,4,-316.25,0.0,0
Down,jma,6h,10,3.0,20,0,1.5,24,60,25,-1198.97,0.0,-47.96,0,4,-316.25,0.0,0
Down,jma,6h,10,3.0,30,0,None,24,0,23,-1207.27,13.04,-52.49,3,4,-301.33,0.0,0
Down,jma,6h,10,3.0,30,0,None,24,48,23,-1207.27,13.04,-52.49,3,4,-301.33,0.0,0
Down,jma,6h,10,3.0,30,0,None,24,60,23,-1207.27,13.04,-52.49,3,4,-301.33,0.0,0
Down,jma,6h,10,3.0,30,50,2.0,24,24,20,-1211.16,0.0,-60.56,0,4,-375.14,0.0,0
Down,jma,6h,10,3.0,50,50,None,24,0,24,-1228.3,8.33,-51.18,2,7,-369.88,14.29,1
Down,jma,6h,10,3.0,50,50,None,24,60,24,-1228.44,8.33,-51.19,2,7,-369.88,14.29,1
Down,jma,6h,10,3.0,50,50,None,24,48,24,-1229.21,8.33,-51.22,2,7,-370.26,14.29,1
Down,jma,6h,10,3.0,30,0,2.0,12,24,23,-1232.76,4.35,-53.6,1,4,-212.51,25.0,1
Down,jma,6h,10,3.0,30,0,2.0,12,0,23,-1233.26,4.35,-53.62,1,4,-212.4,25.0,1
Down,jma,6h,10,3.0,30,0,2.0,12,48,23,-1233.26,4.35,-53.62,1,4,-212.4,25.0,1
Down,jma,6h,10,3.0,30,0,2.0,12,60,23,-1233.26,4.35,-53.62,1,4,-212.4,25.0,1
Down,jma,6h,10,3.0,20,0,2.0,12,0,25,-1243.29,8.0,-49.73,2,4,-331.4,25.0,1
Down,jma,6h,10,3.0,20,0,2.0,12,48,25,-1243.29,8.0,-49.73,2,4,-331.4,25.0,1
Down,jma,6h,10,3.0,20,0,2.0,12,60,25,-1243.29,8.0,-49.73,2,4,-331.4,25.0,1
Down,jma,6h,10,3.0,20,0,2.0,12,24,25,-1243.58,8.0,-49.74,2,4,-331.4,25.0,1
Down,jma,6h,10,3.0,20,50,2.0,24,24,22,-1247.44,0.0,-56.7,0,4,-381.18,0.0,0
Down,jma,6h,10,3.0,20,-50,None,24,24,24,-1247.46,12.5,-51.98,3,4,-377.2,0.0,0
Down,jma,6h,10,3.0,20,0,1.5,0,0,60,-1260.09,1.67,-21.0,1,8,-204.57,12.5,1
Down,jma,6h,10,3.0,20,0,1.5,0,24,60,-1260.09,1.67,-21.0,1,8,-204.57,12.5,1
Down,jma,6h,10,3.0,20,0,1.5,0,48,60,-1260.09,1.67,-21.0,1,8,-204.57,12.5,1
Down,jma,6h,10,3.0,20,0,1.5,0,60,60,-1260.09,1.67,-21.0,1,8,-204.57,12.5,1
Down,jma,6h,10,3.0,20,50,2.0,24,0,22,-1264.27,0.0,-57.47,0,4,-387.78,0.0,0
Down,jma,6h,10,3.0,20,50,2.0,24,48,22,-1264.27,0.0,-57.47,0,4,-387.78,0.0,0
Down,jma,6h,10,3.0,20,50,2.0,24,60,22,-1264.27,0.0,-57.47,0,4,-387.78,0.0,0
Down,jma,6h,10,3.0,20,0,2.0,0,0,60,-1271.58,1.67,-21.19,1,8,-228.95,12.5,1
Down,jma,6h,10,3.0,20,0,2.0,0,24,60,-1271.58,1.67,-21.19,1,8,-228.95,12.5,1
Down,jma,6h,10,3.0,20,0,2.0,0,48,60,-1271.58,1.67,-21.19,1,8,-228.95,12.5,1
Down,jma,6h,10,3.0,20,0,2.0,0,60,60,-1271.58,1.67,-21.19,1,8,-228.95,12.5,1
Down,jma,6h,10,3.0,20,0,None,0,0,60,-1275.17,1.67,-21.25,1,8,-229.16,12.5,1
Down,jma,6h,10,3.0,20,0,None,0,24,60,-1275.17,1.67,-21.25,1,8,-229.16,12.5,1
Down,jma,6h,10,3.0,20,0,None,0,48,60,-1275.17,1.67,-21.25,1,8,-229.16,12.5,1
Down,jma,6h,10,3.0,20,0,None,0,60,60,-1275.17,1.67,-21.25,1,8,-229.16,12.5,1
Down,jma,6h,10,3.0,30,0,2.0,24,24,23,-1284.85,0.0,-55.86,0,4,-234.17,0.0,0
Down,jma,6h,10,3.0,20,-50,2.0,12,24,25,-1294.64,4.0,-51.79,1,5,-267.82,20.0,1
Down,jma,6h,10,3.0,20,-50,2.0,12,0,25,-1294.85,4.0,-51.79,1,5,-267.88,20.0,1
Down,jma,6h,10,3.0,20,-50,2.0,12,48,25,-1294.85,4.0,-51.79,1,5,-267.88,20.0,1
Down,jma,6h,10,3.0,20,-50,2.0,12,60,25,-1294.85,4.0,-51.79,1,5,-267.88,20.0,1
Down,jma,6h,10,3.0,50,0,2.0,12,0,28,-1295.84,3.57,-46.28,1,2,-87.4,0.0,0
Down,jma,6h,10,3.0,50,0,2.0,12,48,28,-1295.84,3.57,-46.28,1,2,-87.4,0.0,0
Down,jma,6h,10,3.0,50,0,2.0,12,60,28,-1295.84,3.57,-46.28,1,2,-87.4,0.0,0
Down,jma,6h,10,3.0,50,0,2.0,12,24,28,-1296.14,3.57,-46.29,1,2,-87.58,0.0,0
Down,jma,6h,10,3.0,50,50,None,12,24,27,-1321.62,11.11,-48.95,3,7,-415.1,14.29,1
Down,jma,6h,10,3.0,50,50,2.0,24,24,24,-1331.14,0.0,-55.46,0,7,-335.08,0.0,0
Down,jma,6h,10,3.0,30,-50,1.5,12,24,32,-1336.9,0.0,-41.78,0,6,-284.19,0.0,0
Down,jma,6h,10,3.0,30,-50,1.5,12,0,32,-1337.09,0.0,-41.78,0,6,-284.11,0.0,0
Down,jma,6h,10,3.0,30,-50,1.5,12,48,32,-1337.09,0.0,-41.78,0,6,-284.11,0.0,0
Down,jma,6h,10,3.0,30,-50,1.5,12,60,32,-1337.09,0.0,-41.78,0,6,-284.11,0.0,0
Down,jma,6h,10,3.0,30,-50,1.5,24,24,32,-1339.45,0.0,-41.86,0,6,-281.27,0.0,0
Down,jma,6h,10,3.0,30,0,None,24,24,24,-1348.11,12.5,-56.17,3,4,-301.0,0.0,0
Down,jma,6h,10,3.0,50,50,2.0,12,24,27,-1348.7,3.7,-49.95,1,7,-301.65,14.29,1
Down,jma,6h,10,3.0,50,50,2.0,12,0,27,-1349.11,3.7,-49.97,1,7,-301.64,14.29,1
Down,jma,6h,10,3.0,50,50,2.0,12,48,27,-1349.11,3.7,-49.97,1,7,-301.64,14.29,1
Down,jma,6h,10,3.0,50,50,2.0,12,60,27,-1349.11,3.7,-49.97,1,7,-301.64,14.29,1
Down,jma,6h,10,3.0,30,-50,1.5,24,0,32,-1351.54,0.0,-42.24,0,6,-283.72,0.0,0
Down,jma,6h,10,3.0,30,-50,1.5,24,60,32,-1351.54,0.0,-42.24,0,6,-283.72,0.0,0
Down,jma,6h,10,3.0,30,-50,1.5,24,48,32,-1351.57,0.0,-42.24,0,6,-283.72,0.0,0
Down,jma,6h,10,3.0,50,0,None,12,24,28,-1362.38,17.86,-48.66,5,2,-126.1,0.0,0
Down,jma,6h,10,3.0,50,0,None,24,24,22,-1363.08,13.64,-61.96,3,2,-141.48,0.0,0
Down,jma,6h,10,3.0,50,50,None,12,48,27,-1370.45,7.41,-50.76,2,7,-405.68,14.29,1
Down,jma,6h,10,3.0,50,50,None,12,0,27,-1370.46,7.41,-50.76,2,7,-405.68,14.29,1
Down,jma,6h,10,3.0,50,50,None,12,60,27,-1370.46,7.41,-50.76,2,7,-405.68,14.29,1
Down,jma,6h,10,3.0,20,0,2.0,24,24,25,-1370.62,0.0,-54.82,0,4,-364.39,0.0,0
Down,jma,6h,10,3.0,30,-50,2.0,24,0,29,-1376.17,3.45,-47.45,1,6,-330.33,0.0,0
Down,jma,6h,10,3.0,30,-50,2.0,24,60,29,-1376.17,3.45,-47.45,1,6,-330.33,0.0,0
Down,jma,6h,10,3.0,30,-50,2.0,24,48,29,-1376.22,3.45,-47.46,1,6,-330.33,0.0,0
Down,jma,6h,10,3.0,20,-50,2.0,24,24,26,-1388.51,0.0,-53.4,0,5,-290.51,0.0,0
Down,jma,6h,10,3.0,20,0,2.0,24,0,25,-1389.58,0.0,-55.58,0,4,-368.95,0.0,0
Down,jma,6h,10,3.0,20,0,2.0,24,48,25,-1389.58,0.0,-55.58,0,4,-368.95,0.0,0
Down,jma,6h,10,3.0,20,0,2.0,24,60,25,-1389.58,0.0,-55.58,0,4,-368.95,0.0,0
Down,jma,6h,10,3.0,30,-50,2.0,24,24,30,-1398.04,0.0,-46.6,0,6,-327.91,0.0,0
Down,jma,6h,10,3.0,20,-50,None,24,0,23,-1405.12,13.04,-61.09,3,4,-378.64,0.0,0
Down,jma,6h,10,3.0,20,-50,None,24,48,23,-1405.12,13.04,-61.09,3,4,-378.64,0.0,0
Down,jma,6h,10,3.0,20,-50,None,24,60,23,-1405.12,13.04,-61.09,3,4,-378.64,0.0,0
Down,jma,6h,10,3.0,50,0,None,12,0,28,-1431.04,14.29,-51.11,4,2,-125.63,0.0,0
Down,jma,6h,10,3.0,50,0,None,12,60,28,-1431.04,14.29,-51.11,4,2,-125.63,0.0,0
Down,jma,6h,10,3.0,50,0,None,12,48,28,-1431.52,14.29,-51.13,4,2,-125.63,0.0,0
Down,jma,6h,10,3.0,30,-50,None,12,24,33,-1447.17,15.15,-43.85,5,7,-362.32,14.29,1
Down,jma,6h,10,3.0,30,-50,None,12,0,33,-1502.95,15.15,-45.54,5,7,-360.75,14.29,1
Down,jma,6h,10,3.0,30,-50,None,12,60,33,-1502.95,15.15,-45.54,5,7,-360.75,14.29,1
Down,jma,6h,10,3.0,30,-50,None,12,48,33,-1503.68,15.15,-45.57,5,7,-361.0,14.29,1
Down,jma,6h,10,3.0,50,50,None,24,24,24,-1516.12,4.17,-63.17,1,7,-462.87,0.0,0
Down,jma,6h,10,3.0,30,-50,2.0,12,24,32,-1559.23,0.0,-48.73,0,6,-305.59,0.0,0
Down,jma,6h,10,3.0,30,-50,2.0,12,0,32,-1559.57,0.0,-48.74,0,6,-305.65,0.0,0
Down,jma,6h,10,3.0,30,-50,2.0,12,48,32,-1559.57,0.0,-48.74,0,6,-305.65,0.0,0
Down,jma,6h,10,3.0,30,-50,2.0,12,60,32,-1559.57,0.0,-48.74,0,6,-305.65,0.0,0
Down,jma,6h,10,3.0,30,-50,None,24,24,30,-1578.6,10.0,-52.62,3,6,-452.0,0.0,0
Down,jma,6h,10,3.0,30,-50,None,24,0,29,-1787.65,10.34,-61.64,3,6,-445.21,0.0,0
Down,jma,6h,10,3.0,30,-50,None,24,60,29,-1787.65,10.34,-61.64,3,6,-445.21,0.0,0
Down,jma,6h,10,3.0,30,-50,None,24,48,29,-1788.65,10.34,-61.68,3,6,-445.54,0.0,0
