Symbol;Direction;Indicator;IndicatorDisplay;ParamA;ParamB;Length;Factor;ATRStopMult;ATRStopMultValue;MinHoldBars;HTF;FinalEquity;Trades;WinRate;MaxDrawdown;Phase;SlowLength;PhaseClassifier;PhaseClassifierDisplay;MaxHoldBars
BNB/USDC;Long;kama;Kaufman AMA;20;30,0;;;1.0;1,0;24;6h;14608,203503729988;138;0,4782608695652174;164,6842005011149;;30,0;htf_crossover;HTF-Crossover-Phasen;4
BNB/USDC;Long;kama;Kaufman AMA;20;30,0;;;1.0;1,0;24;6h;14608,203503729988;138;0,4782608695652174;164,6842005011149;;30,0;jma;JMA-Phasen;4
BNB/USDC;Long;kama;Kaufman AMA;20;30,0;;;1.0;1,0;24;6h;14608,203503729988;138;0,4782608695652174;164,6842005011149;;30,0;kama;KAMA-Phasen;4
LUNC/USDT;Long;kama;Kaufman AMA;30;30,0;;;;;24;4h;14969,537174137578;74;0,6756756756756757;309,8372848794333;;30,0;supertrend;Supertrend-Phasen;4
LUNC/USDT;Long;kama;Kaufman AMA;30;30,0;;;;;24;4h;14969,537174137578;74;0,6756756756756757;309,8372848794333;;30,0;htf_crossover;HTF-Crossover-Phasen;4
LUNC/USDT;Long;kama;Kaufman AMA;30;30,0;;;;;24;4h;14969,537174137578;74;0,6756756756756757;309,8372848794333;;30,0;jma;JMA-Phasen;4
LUNC/USDT;Long;kama;Kaufman AMA;30;30,0;;;;;24;4h;14969,537174137578;74;0,6756756756756757;309,8372848794333;;30,0;kama;KAMA-Phasen;4
TAO/USDC;Long;supertrend;Supertrend;10;4,0;10,0;4,0;1.0;1,0;24;6h;14677,2799;43;0,534883721;184,3879622;;;supertrend;Supertrend-Phasen;4
TAO/USDC;Long;supertrend;Supertrend;10;4,0;10,0;4,0;1.0;1,0;24;6h;14677,2799;43;0,534883721;184,3879622;;;htf_crossover;HTF-Crossover-Phasen;4
TAO/USDC;Long;supertrend;Supertrend;10;4,0;10,0;4,0;1.0;1,0;24;6h;14677,2799;43;0,534883721;184,3879622;;;jma;JMA-Phasen;4
TAO/USDC;Long;supertrend;Supertrend;10;4,0;10,0;4,0;1.0;1,0;24;6h;14677,2799;43;0,534883721;184,3879622;;;kama;KAMA-Phasen;4
TAO/USDC;Long;htf_crossover;HTF Crossover;7;2,0;;;;;24;6h;15000,0;50;0,7;200,0;;;supertrend;Supertrend-Phasen;4
TAO/USDC;Long;htf_crossover;HTF Crossover;7;2,0;;;;;24;6h;15000,0;50;0,7;200,0;;;htf_crossover;HTF-Crossover-Phasen;4
TAO/USDC;Long;htf_crossover;HTF Crossover;7;2,0;;;;;24;6h;15000,0;50;0,7;200,0;;;jma;JMA-Phasen;4
TAO/USDC;Long;htf_crossover;HTF Crossover;7;2,0;;;;;24;6h;15000,0;50;0,7;200,0;;;kama;KAMA-Phasen;4
TAO/USDC;Long;jma;Jurik Moving Average;20;0,0;;;;;12;12h;15000,0;100;0,65;300,0;0,0;;supertrend;Supertrend-Phasen;4
TAO/USDC;Long;jma;Jurik Moving Average;20;0,0;;;;;12;12h;15000,0;100;0,65;300,0;0,0;;htf_crossover;HTF-Crossover-Phasen;4
TAO/USDC;Long;jma;Jurik Moving Average;20;0,0;;;;;12;12h;15000,0;100;0,65;300,0;0,0;;jma;JMA-Phasen;4
TAO/USDC;Long;jma;Jurik Moving Average;20;0,0;;;;;12;12h;15000,0;100;0,65;300,0;0,0;;kama;KAMA-Phasen;4
TAO/USDC;Long;kama;Kaufman AMA;10;50,0;;;2.0;2,0;12;6h;15000,0;80;0,6;350,0;;50,0;supertrend;Supertrend-Phasen;4
TAO/USDC;Long;kama;Kaufman AMA;10;50,0;;;2.0;2,0;12;6h;15000,0;80;0,6;350,0;;50,0;htf_crossover;HTF-Crossover-Phasen;4
TAO/USDC;Long;kama;Kaufman AMA;10;50,0;;;2.0;2,0;12;6h;15000,0;80;0,6;350,0;;50,0;jma;JMA-Phasen;4
TAO/USDC;Long;kama;Kaufman AMA;10;50,0;;;2.0;2,0;12;6h;15000,0;80;0,6;350,0;;50,0;kama;KAMA-Phasen;4
