timestamp,open,high,low,close,volume
2024-05-01 02:00:00+02:00,12.868,13.109,12.335,12.431,7464.56
2024-05-01 10:00:00+02:00,12.386,12.979,12.168,12.608,5606.46
2024-05-01 18:00:00+02:00,12.589,13.296,12.517,13.157,3842.7
2024-05-02 02:00:00+02:00,13.226,13.485,12.886,13.357,2217.13
2024-05-02 10:00:00+02:00,13.324,13.58,13.197,13.475,2366.28
2024-05-02 18:00:00+02:00,13.513,13.656,13.196,13.503,1785.26
2024-05-03 02:00:00+02:00,13.529,13.6,13.263,13.263,1593.41
2024-05-03 10:00:00+02:00,13.324,13.697,12.945,13.583,2891.94
2024-05-03 18:00:00+02:00,13.65,13.943,13.617,13.621,1244.52
2024-05-04 02:00:00+02:00,13.612,13.644,13.243,13.257,79213.19
2024-05-04 10:00:00+02:00,13.257,13.456,13.257,13.268,34488.79
2024-05-04 18:00:00+02:00,13.31,13.383,13.079,13.185,365.14
2024-05-05 02:00:00+02:00,13.173,13.203,12.83,13.055,625.84
2024-05-05 10:00:00+02:00,12.982,13.14,12.877,13.14,375.74
2024-05-05 18:00:00+02:00,13.152,13.26,12.907,13.011,559.42
2024-05-06 02:00:00+02:00,13.022,13.754,13.022,13.65,2302.67
2024-05-06 10:00:00+02:00,13.671,13.968,13.044,13.305,4326.78
2024-05-06 18:00:00+02:00,13.223,13.223,12.818,12.818,5855.18
2024-05-07 02:00:00+02:00,12.81,12.916,12.633,12.843,1883.32
2024-05-07 10:00:00+02:00,12.814,13.04,12.762,12.939,809.04
2024-05-07 18:00:00+02:00,12.949,12.95,12.401,12.463,852.45
2024-05-08 02:00:00+02:00,12.428,12.493,12.225,12.293,438.57
2024-05-08 10:00:00+02:00,12.25,12.468,12.111,12.366,1084.11
2024-05-08 18:00:00+02:00,12.226,12.418,12.015,12.046,1045.53
2024-05-09 02:00:00+02:00,12.024,12.23,11.864,11.89,1480.07
2024-05-09 10:00:00+02:00,11.899,12.196,11.789,12.155,2836.33
2024-05-09 18:00:00+02:00,12.18,12.335,12.004,12.182,1349.97
2024-05-10 02:00:00+02:00,12.171,12.429,12.152,12.399,1552.22
2024-05-10 10:00:00+02:00,12.438,12.472,11.773,11.895,1942.3
2024-05-10 18:00:00+02:00,11.879,11.964,11.667,11.87,1540.12
2024-05-11 02:00:00+02:00,11.84,12.011,11.815,11.988,776.47
2024-05-11 10:00:00+02:00,12.032,12.189,11.795,12.16,761.28
2024-05-11 18:00:00+02:00,12.1,12.108,11.853,11.87,354.85
2024-05-12 02:00:00+02:00,11.885,11.933,11.722,11.722,431.38
2024-05-12 10:00:00+02:00,11.775,11.986,11.73,11.905,709.09
2024-05-12 18:00:00+02:00,11.892,11.892,11.645,11.725,156.6
2024-05-13 02:00:00+02:00,11.723,11.904,11.248,11.904,1027.9
2024-05-13 10:00:00+02:00,11.913,12.18,11.822,11.918,2485.42
2024-05-13 18:00:00+02:00,11.877,11.97,11.658,11.782,1258.68
2024-05-14 02:00:00+02:00,11.767,11.978,11.613,11.978,2295.57
2024-05-14 10:00:00+02:00,11.958,12.14,11.742,11.823,3958.55
2024-05-14 18:00:00+02:00,11.815,12.296,11.596,11.843,1966.0
2024-05-15 02:00:00+02:00,11.858,12.092,11.0,12.007,3021.59
2024-05-15 10:00:00+02:00,12.014,12.38,11.744,12.227,3101.32
2024-05-15 18:00:00+02:00,12.198,12.709,12.198,12.482,1503.55
2024-05-16 02:00:00+02:00,12.58,12.58,12.341,12.424,950.62
2024-05-16 10:00:00+02:00,12.391,12.424,12.041,12.188,3181.54
2024-05-16 18:00:00+02:00,12.178,12.181,11.955,12.165,1610.98
2024-05-17 02:00:00+02:00,12.182,12.893,12.058,12.87,2113.5
2024-05-17 10:00:00+02:00,12.913,13.139,12.658,12.89,5396.4
2024-05-17 18:00:00+02:00,12.907,13.225,12.805,13.164,2007.53
2024-05-18 02:00:00+02:00,13.078,13.445,12.984,13.391,2161.75
2024-05-18 10:00:00+02:00,13.343,13.602,13.156,13.557,3743.78
2024-05-18 18:00:00+02:00,13.461,13.575,13.213,13.232,1325.01
2024-05-19 02:00:00+02:00,13.253,13.449,13.074,13.254,1832.09
2024-05-19 10:00:00+02:00,13.222,13.222,12.749,12.81,9782.34
2024-05-19 18:00:00+02:00,12.81,12.81,12.546,12.612,31324.82
2024-05-20 02:00:00+02:00,12.623,12.946,12.424,12.652,4148.28
2024-05-20 10:00:00+02:00,12.678,12.799,12.499,12.74,3535.64
2024-05-20 18:00:00+02:00,12.753,13.66,12.753,13.578,1804.85
2024-05-21 02:00:00+02:00,13.563,13.829,13.392,13.48,2717.87
2024-05-21 10:00:00+02:00,13.515,13.729,13.361,13.38,3620.31
2024-05-21 18:00:00+02:00,13.418,13.634,13.209,13.3,2262.18
2024-05-22 02:00:00+02:00,13.326,13.326,13.063,13.186,919.88
2024-05-22 10:00:00+02:00,13.16,13.215,12.763,13.124,3044.28
2024-05-22 18:00:00+02:00,13.091,13.148,12.765,12.797,1334.79
2024-05-23 02:00:00+02:00,12.842,12.927,12.759,12.853,1122.47
2024-05-23 10:00:00+02:00,12.809,12.824,12.108,12.251,5350.62
2024-05-23 18:00:00+02:00,12.235,12.331,11.769,12.28,3719.5
2024-05-24 02:00:00+02:00,12.259,12.429,11.964,12.172,1573.94
2024-05-24 10:00:00+02:00,12.115,12.383,11.954,12.236,931.35
2024-05-24 18:00:00+02:00,12.083,12.384,12.083,12.354,596.96
2024-05-25 02:00:00+02:00,12.398,12.446,12.327,12.327,316.2
2024-05-25 10:00:00+02:00,12.342,12.461,12.222,12.337,916.12
2024-05-25 18:00:00+02:00,12.282,12.378,12.209,12.29,741.12
2024-05-26 02:00:00+02:00,12.324,12.539,12.225,12.286,1420.74
2024-05-26 10:00:00+02:00,12.275,12.275,12.113,12.151,657.42
2024-05-26 18:00:00+02:00,12.178,12.178,12.011,12.082,621.55
2024-05-27 02:00:00+02:00,12.044,12.215,11.921,11.935,623.54
2024-05-27 10:00:00+02:00,12.03,12.502,11.983,12.496,10842.63
2024-05-27 18:00:00+02:00,12.523,12.523,12.218,12.333,917.92
2024-05-28 02:00:00+02:00,12.34,12.452,12.007,12.093,2689.52
2024-05-28 10:00:00+02:00,12.131,12.296,11.946,12.079,1200.18
2024-05-28 18:00:00+02:00,12.108,12.251,11.933,12.085,1172.86
2024-05-29 02:00:00+02:00,12.1,12.336,12.017,12.125,385.6
2024-05-29 10:00:00+02:00,12.117,12.272,11.963,12.059,883.2
2024-05-29 18:00:00+02:00,12.068,12.821,12.042,12.06,1671.75
2024-05-30 02:00:00+02:00,12.053,12.198,11.796,11.796,11344.14
2024-05-30 10:00:00+02:00,11.797,12.296,11.756,12.214,2490.04
2024-05-30 18:00:00+02:00,12.213,12.279,11.96,11.975,689.23
2024-05-31 02:00:00+02:00,11.939,11.975,11.81,11.85,763.15
2024-05-31 10:00:00+02:00,11.873,12.027,11.75,11.75,11740.24
2024-05-31 18:00:00+02:00,11.711,11.932,11.62,11.851,744.2
2024-06-01 02:00:00+02:00,11.844,12.022,11.841,11.98,642.12
2024-06-01 10:00:00+02:00,11.991,12.156,11.986,12.103,798.04
2024-06-01 18:00:00+02:00,12.079,12.11,12.011,12.05,347.14
2024-06-02 02:00:00+02:00,12.116,12.154,12.01,12.01,417.02
2024-06-02 10:00:00+02:00,12.024,12.08,11.935,12.02,1002.51
2024-06-02 18:00:00+02:00,11.989,11.989,11.758,11.856,429.27
2024-06-03 02:00:00+02:00,11.848,12.074,11.817,11.998,385.5
2024-06-03 10:00:00+02:00,12.057,12.193,11.893,12.056,875.88
2024-06-03 18:00:00+02:00,12.037,12.132,11.955,11.994,574.51
2024-06-04 02:00:00+02:00,11.997,12.157,11.994,12.157,446.14
2024-06-04 10:00:00+02:00,12.162,12.369,12.031,12.183,11430.77
2024-06-04 18:00:00+02:00,12.185,12.308,12.171,12.308,2371.46
2024-06-05 02:00:00+02:00,12.322,12.618,12.307,12.481,1964.33
2024-06-05 10:00:00+02:00,12.459,12.467,12.265,12.322,1099.62
2024-06-05 18:00:00+02:00,12.357,12.437,12.269,12.341,630.44
2024-06-06 02:00:00+02:00,12.355,12.372,12.125,12.141,897.06
2024-06-06 10:00:00+02:00,12.125,12.263,12.109,12.257,877.65
2024-06-06 18:00:00+02:00,12.204,12.204,11.96,12.099,376.32
2024-06-07 02:00:00+02:00,12.066,12.095,11.995,12.052,362.75
2024-06-07 10:00:00+02:00,12.059,12.981,12.059,12.689,5303.43
2024-06-07 18:00:00+02:00,12.634,12.643,10.701,11.509,8590.42
2024-06-08 02:00:00+02:00,11.475,11.549,11.379,11.47,1405.28
2024-06-08 10:00:00+02:00,11.432,11.432,10.778,10.979,2945.82
2024-06-08 18:00:00+02:00,10.985,11.072,10.83,10.887,1499.1
2024-06-09 02:00:00+02:00,10.851,10.965,10.801,10.946,1026.41
2024-06-09 10:00:00+02:00,10.923,11.043,10.839,10.858,1792.7
2024-06-09 18:00:00+02:00,10.832,11.068,10.83,11.024,737.22
2024-06-10 02:00:00+02:00,11.001,11.047,10.586,10.586,1863.31
2024-06-10 10:00:00+02:00,10.604,11.126,10.604,11.064,2133.49
2024-06-10 18:00:00+02:00,11.026,11.209,10.9,11.134,2746.41
2024-06-11 02:00:00+02:00,11.106,11.18,10.437,10.488,2713.52
2024-06-11 10:00:00+02:00,10.542,10.542,9.872,9.965,3046.47
2024-06-11 18:00:00+02:00,10.032,10.179,9.844,10.082,2643.62
2024-06-12 02:00:00+02:00,10.074,10.745,9.811,10.295,6458.42
2024-06-12 10:00:00+02:00,10.29,10.838,10.118,10.745,7161.35
2024-06-12 18:00:00+02:00,10.779,10.831,10.31,10.493,2519.73
2024-06-13 02:00:00+02:00,10.477,10.522,9.977,10.092,1619.0
2024-06-13 10:00:00+02:00,10.092,10.198,9.719,9.729,3036.77
2024-06-13 18:00:00+02:00,9.727,9.925,9.689,9.802,3502.02
2024-06-14 02:00:00+02:00,9.832,9.892,9.641,9.788,2132.49
2024-06-14 10:00:00+02:00,9.762,9.865,9.568,9.568,2202.46
2024-06-14 18:00:00+02:00,9.568,9.57,9.075,9.339,3495.8
2024-06-15 02:00:00+02:00,9.272,9.369,9.208,9.259,985.2
2024-06-15 10:00:00+02:00,9.27,9.321,9.105,9.236,2532.27
2024-06-15 18:00:00+02:00,9.274,9.274,9.001,9.078,2300.47
2024-06-16 02:00:00+02:00,9.101,9.196,9.015,9.155,1605.24
2024-06-16 10:00:00+02:00,9.144,9.393,9.092,9.338,1759.65
2024-06-16 18:00:00+02:00,9.303,9.64,9.277,9.628,3104.63
2024-06-17 02:00:00+02:00,9.621,9.653,9.166,9.166,2480.66
2024-06-17 10:00:00+02:00,9.153,9.187,8.703,8.864,71784.12
2024-06-17 18:00:00+02:00,8.759,9.138,8.507,8.874,38144.68
2024-06-18 02:00:00+02:00,8.837,8.86,7.681,8.259,6668.47
2024-06-18 10:00:00+02:00,8.237,8.359,7.796,8.018,11575.75
2024-06-18 18:00:00+02:00,8.036,8.23,7.8,8.122,6102.86
2024-06-19 02:00:00+02:00,8.091,8.445,8.046,8.321,6611.22
2024-06-19 10:00:00+02:00,8.321,8.358,8.1,8.159,3468.8
2024-06-19 18:00:00+02:00,8.171,8.482,8.126,8.363,2103.08
2024-06-20 02:00:00+02:00,8.344,8.753,8.344,8.65,5560.92
2024-06-20 10:00:00+02:00,8.638,8.748,8.29,8.297,7739.99
2024-06-20 18:00:00+02:00,8.293,8.408,8.206,8.28,1920.74
2024-06-21 02:00:00+02:00,8.248,8.307,8.095,8.113,1390.24
2024-06-21 10:00:00+02:00,8.14,8.348,8.037,8.308,2139.68
2024-06-21 18:00:00+02:00,8.287,8.463,8.113,8.372,3933.48
2024-06-22 02:00:00+02:00,8.382,8.382,8.217,8.217,2147.34
2024-06-22 10:00:00+02:00,8.196,8.321,8.167,8.303,906.65
2024-06-22 18:00:00+02:00,8.307,8.313,8.185,8.206,899.5
2024-06-23 02:00:00+02:00,8.187,8.316,8.17,8.262,1245.18
