symbol,direction,indicator,htf,param_desc,entry_time,entry_price,exit_time,exit_price,stake,fees,pnl,equity_after,reason,size_units,Zeit,ExitZeit,Entry,ExitPreis
LINK/USDC,Long,jma,12h,"ParamA=50.0, ParamB=-50.0, ATR=None",2025-01-03 04:00:00+01:00,22.23,2025-01-05T04:00:00+01:00,23.33,1804.4489042444482,2.773640083582222,86.51532953715052,18131.00437198163,"Time-based exit (4 bars, optimal=4)",81.17179056430265,2025-01-03T04:00:00+01:00,2025-01-05T04:00:00+01:00,22.23,23.33
SOL/USDC,Long,jma,12h,"ParamA=20.0, ParamB=0.0, ATR=None",2025-01-03 04:00:00+01:00,207.83,2025-01-05T04:00:00+01:00,217.91,1813.100437198163,2.785603787227828,85.15190478688301,18216.156276768514,"Time-based exit (4 bars, optimal=4)",8.72395918393958,2025-01-03T04:00:00+01:00,2025-01-05T04:00:00+01:00,207.83,217.91
XRP/USDC,Long,jma,12h,"ParamA=30.0, ParamB=-50.0, ATR=None",2025-01-03 15:00:00+01:00,2.4329,2025-01-06T03:00:00+01:00,2.4046,1821.6156276768513,2.7165313819577777,-23.905944125290954,18192.250332643223,"Time-based exit (5 bars, optimal=5)",748.7424997644175,2025-01-03T15:00:00+01:00,2025-01-06T03:00:00+01:00,2.4329,2.4046
BNB/USDC,Long,jma,12h,"ParamA=20.0, ParamB=50.0, ATR=None",2025-01-03 22:00:00+01:00,713.99,2025-01-05T22:00:00+01:00,707.9,1819.2250332643223,2.7171996973503205,-18.2343364255675,18174.015996217655,"Time-based exit (4 bars, optimal=4)",2.5479699061111813,2025-01-03T22:00:00+01:00,2025-01-05T22:00:00+01:00,713.99,707.9
LUNC/USDT,Long,jma,12h,"ParamA=20.0, ParamB=0.0, ATR=None",2025-01-04 03:00:00+01:00,0.00011859,2025-01-06T03:00:00+01:00,0.00012112,1817.4015996217654,2.75518174453158,36.0172783873773,18210.033274605034,"Time-based exit (4 bars, optimal=4)",15325083.05609044,2025-01-04T03:00:00+01:00,2025-01-06T03:00:00+01:00,0.00011859,0.00012112
SUI/USDC,Long,jma,12h,"ParamA=20.0, ParamB=0.0, ATR=None",2025-01-04 07:00:00+01:00,4.923,2025-01-06T07:00:00+01:00,5.1799,1821.3956275170399,2.8033787149972427,92.24365291391345,18306.199928084312,"Time-based exit (4 bars, optimal=4)",369.9767677263944,2025-01-04T07:00:00+01:00,2025-01-06T07:00:00+01:00,4.923,5.1799
TNSR/USDC,Long,jma,12h,"ParamA=30.0, ParamB=50.0, ATR=None",2025-01-04 07:00:00+01:00,0.4922,2025-01-06T07:00:00+01:00,0.494,1821.0033274605034,2.7364996163270243,3.9230005653650695,18213.9562751704,"Time-based exit (4 bars, optimal=4)",3699.7223231623393,2025-01-04T07:00:00+01:00,2025-01-06T07:00:00+01:00,0.4922,0.494
BTC/USDC,Long,jma,12h,"ParamA=20.0, ParamB=-50.0, ATR=None",2025-01-04 08:00:00+01:00,98247.46,2025-01-06T20:00:00+01:00,101848.01,1830.619992808431,2.7962460901208,64.29188845408395,18370.491816538397,"Time-based exit (5 bars, optimal=5)",0.01863274625937842,2025-01-04T08:00:00+01:00,2025-01-06T20:00:00+01:00,98247.46,101848.01
ETH/USDC,Long,jma,12h,"ParamA=30.0, ParamB=0.0, ATR=2.0",2025-01-04 12:00:00+01:00,3601.29,2025-01-07T00:00:00+01:00,3688.96,1837.0491816538397,2.7891146915171863,41.932110690385485,18412.42392722878,"Time-based exit (5 bars, optimal=5)",0.5101086504152234,2025-01-04T12:00:00+01:00,2025-01-07T00:00:00+01:00,3601.29,3688.96
ICP/USDC,Long,jma,12h,"ParamA=20.0, ParamB=50.0, ATR=None",2025-01-04 13:00:00+01:00,12.308,2025-01-06T13:00:00+01:00,12.09,1841.242392722878,2.737404446152062,-35.34959502249163,18377.074332206288,"Time-based exit (4 bars, optimal=4)",149.59720447862188,2025-01-04T13:00:00+01:00,2025-01-06T13:00:00+01:00,12.308,12.09
ADA/USDC,Long,jma,12h,"ParamA=20.0, ParamB=-50.0, ATR=None",2025-01-04 13:00:00+01:00,1.0691,2025-01-06T13:00:00+01:00,1.0767,1837.707433220629,2.76635904747322,10.297504475561926,18387.37183668185,"Time-based exit (4 bars, optimal=4)",1718.9294109256655,2025-01-04T13:00:00+01:00,2025-01-06T13:00:00+01:00,1.0691,1.0767
LINK/USDC,Long,jma,12h,"ParamA=50.0, ParamB=-50.0, ATR=None",2025-01-05 05:00:00+01:00,23.7,2025-01-07T05:00:00+01:00,23.42,1838.737183668185,2.7418131675457245,-24.46529044295026,18362.9065462389,"Time-based exit (4 bars, optimal=4)",77.58384741215971,2025-01-05T05:00:00+01:00,2025-01-07T05:00:00+01:00,23.7,23.42
BNB/USDC,Long,jma,12h,"ParamA=20.0, ParamB=50.0, ATR=None",2025-01-06 02:00:00+01:00,712.13,2025-01-08T02:00:00+01:00,699.77,1836.29065462389,2.7305324609939237,-34.601893716876006,18328.304652522023,"Time-based exit (4 bars, optimal=4)",2.578589098372334,2025-01-06T02:00:00+01:00,2025-01-08T02:00:00+01:00,712.13,699.77
SOL/USDC,Long,jma,12h,"ParamA=20.0, ParamB=0.0, ATR=None",2025-01-06 02:00:00+01:00,214.63,2025-01-08T02:00:00+01:00,201.2,1832.8304652522024,2.6632316976860992,-117.34856528729189,18210.956087234732,"Time-based exit (4 bars, optimal=4)",8.53948872595724,2025-01-06T02:00:00+01:00,2025-01-08T02:00:00+01:00,214.63,201.2
LUNC/USDT,Long,jma,12h,"ParamA=20.0, ParamB=0.0, ATR=None",2025-01-06 03:00:00+01:00,0.00012112,2025-01-08T03:00:00+01:00,0.0001078,1821.095608723473,2.5814391104832652,-202.85384257974238,18008.10224465499,"Time-based exit (4 bars, optimal=4)",15035465.725920351,2025-01-06T03:00:00+01:00,2025-01-08T03:00:00+01:00,0.00012112,0.0001078
SUI/USDC,Long,jma,12h,"ParamA=20.0, ParamB=0.0, ATR=None",2025-01-06 11:00:00+01:00,5.163,2025-01-08T11:00:00+01:00,4.5905,1800.810224465499,2.5514530105061364,-202.23455459998885,17805.867690055,"Time-based exit (4 bars, optimal=4)",348.7914438244236,2025-01-06T11:00:00+01:00,2025-01-08T11:00:00+01:00,5.163,4.5905
