Timestamp,Symbol,Direction,Indicator,HTF,ParamDesc,EntryTime,EntryPrice,ExitTime,ExitPrice,Stake,Fees,PnL,EquityAfter,Reason
2026-01-03T17:03:36.982782,LINK/EUR,Long,jma,1h,"ParamA=30.0, ParamB=50.0, ATR=1.0",2026-01-03T15:00:00+01:00,11.22000000,2026-01-03T18:00:00+01:00,11.25000000,1376.48,2.75,0.93,13765.68,"Time-based exit (3 bars, optimal=3)"
